,1p.prs,1p.pst,3p.prs,3p.pst,count
4964,impart,imparted,imparts,imparted,693647
4965,impassion,impassioned,impassions,impassioned,0
4966,impeach,impeached,impeaches,impeached,649609
4967,impede,impeded,impedes,impeded,825677
4968,impel,impelled,impels,impelled,86447
4969,impend,impended,impends,impended,0
4970,imperil,imperilled,imperils,imperilled,0
4971,impersonate,impersonated,impersonates,impersonated,253426
4972,implant,implanted,implants,implanted,2399127
4973,implement,implemented,implements,implemented,20723680
4974,implicate,implicated,implicates,implicated,261371
4975,implode,imploded,implodes,imploded,243071
4976,implore,implored,implores,implored,178285
4977,imply,implied,implies,implied,4491299
4978,import,imported,imports,imported,0
4979,importune,importuned,importunes,importuned,0
4980,impose,imposed,imposes,imposed,5214173
4981,impound,impounded,impounds,impounded,171737
4982,impoverish,impoverished,impoverishes,impoverished,0
4983,imprecate,imprecated,imprecates,imprecated,0
4984,impregnate,impregnated,impregnates,impregnated,68043
4985,impress,impressed,impresses,impressed,2274015
4986,imprint,imprinted,imprints,imprinted,4812829
4987,imprison,imprisoned,imprisons,imprisoned,0
4988,improve,improved,improves,improved,61305614
4989,improvise,improvised,improvises,improvised,0
4990,impugn,impugned,impugns,impugned,49180
4991,inactivate,inactivated,inactivates,inactivated,129712
4992,inaugurate,inaugurated,inaugurates,inaugurated,139672
4993,inbreed,inbred,inbreeds,inbred,0
4994,incapacitate,incapacitated,incapacitates,incapacitated,51425
4995,incarcerate,incarcerated,incarcerates,incarcerated,0
4996,incarnate,incarnated,incarnates,incarnated,483674
4997,incense,incensed,incenses,incensed,0
4998,inch,inched,inches,inched,0
4999,incinerate,incinerated,incinerates,incinerated,86749
5000,incise,incised,incises,incised,22957
5001,incite,incited,incites,incited,436636
5002,incline,inclined,inclines,inclined,900347
5003,include,included,includes,included,182579275
5004,incommode,incommoded,incommodes,incommoded,0
5005,inconvenience,inconvenienced,inconveniences,inconvenienced,0
5006,incorporate,incorporated,incorporates,incorporated,7280657
5007,increase,increased,increases,increased,0
5008,incriminate,incriminated,incriminates,incriminated,81224
5009,incubate,incubated,incubates,incubated,239288
5010,inculcate,inculcated,inculcates,inculcated,0
5011,inculpate,inculpated,inculpates,inculpated,0
5012,incur,incurred,incurs,incurred,1984112
5013,indemnify,indemnified,indemnifies,indemnified,1135404
5014,indent,indented,indents,indented,0
5015,indenture,indentured,indentures,indentured,0
5016,index,indexed,indexes,indexed,0
5017,indicate,indicated,indicates,indicated,24232402
5018,indict,indicted,indicts,indicted,0
5019,individualize,individualized,individualizes,individualized,0
5020,indoctrinate,indoctrinated,indoctrinates,indoctrinated,53748
5021,induce,induced,induces,induced,2891148
5022,induct,inducted,inducts,inducted,119041
5023,indulge,indulged,indulges,indulged,1550268
5024,industrialize,industrialized,industrializes,industrialized,23405
5025,indwell,indwelt,indwells,indwelt,0
5026,inebriate,inebriated,inebriates,inebriated,0
5027,infatuate,infatuated,infatuates,infatuated,0
5028,infect,infected,infects,infected,1692791
5029,infer,inferred,infers,inferred,1104540
5030,infest,infested,infests,infested,152559
5031,infiltrate,infiltrated,infiltrates,infiltrated,438142
5032,inflame,inflamed,inflames,inflamed,0
5033,inflate,inflated,inflates,inflated,515640
5034,inflect,inflected,inflects,inflected,35579
5035,influence,influenced,influences,influenced,0
5036,inform,informed,informs,informed,0
5037,infract,infracted,infracts,infracted,0
5038,infringe,infringed,infringes,infringed,0
5039,infuriate,infuriated,infuriates,infuriated,71738
5040,infuse,infused,infuses,infused,294883
5041,ingest,ingested,ingests,ingested,344905
5042,ingrain,ingrained,ingrains,ingrained,35051
5043,ingratiate,ingratiated,ingratiates,ingratiated,0
5044,inhabit,inhabited,inhabits,inhabited,0
5045,inhale,inhaled,inhales,inhaled,0
5046,inherit,inherited,inherits,inherited,0
5047,inhibit,inhibited,inhibits,inhibited,1931066
5048,initial,initialled,initials,initialled,41372877
5049,initiate,initiated,initiates,initiated,4485608
5050,inject,injected,injects,injected,1187647
5051,injure,injured,injures,injured,0
5052,ink,inked,inks,inked,0
5053,inlay,inlaid,inlays,inlaid,0
5054,innovate,innovated,innovates,innovated,763429
5055,inoculate,inoculated,inoculates,inoculated,93863
5056,inquire,inquired,inquires,inquired,5968138
5057,inscribe,inscribed,inscribes,inscribed,90002
5058,inseminate,inseminated,inseminates,inseminated,16595
5059,insert,inserted,inserts,inserted,20140772
5060,inset,inset,insets,inset,1162898
5061,insinuate,insinuated,insinuates,insinuated,87242
5062,insist,insisted,insists,insisted,2936535
5063,inspan,inspanned,inspans,inspanned,0
5064,inspect,inspected,inspects,inspected,3284994
5065,inspire,inspired,inspires,inspired,3569444
5066,install,installed,installs,installed,40502273
5067,instance,instanced,instances,instanced,0
5068,instate,instated,instates,instated,100810
5069,instigate,instigated,instigates,instigated,0
5070,instil,instilled,instils,instilled,85983
5071,institute,instituted,institutes,instituted,77353032
5072,institutionalize,institutionalized,institutionalizes,institutionalized,0
5073,instruct,instructed,instructs,instructed,1684125
5074,instrument,instrumented,instruments,instrumented,0
5075,insulate,insulated,insulates,insulated,335018
5076,insult,insulted,insults,insulted,0
5077,insure,insured,insures,insured,5018519
5078,integrate,integrated,integrates,integrated,7547193
5079,intend,intended,intends,intended,6069497
5080,intensify,intensified,intensifies,intensified,723310
5081,inter,interred,inters,interred,15269346
5082,interact,interacted,interacts,interacted,7979075
5083,interbreed,interbred,interbreeds,interbred,34282
5084,intercalate,intercalated,intercalates,intercalated,0
5085,intercede,interceded,intercedes,interceded,135649
5086,intercept,intercepted,intercepts,intercepted,1622820
5087,interchange,interchanged,interchanges,interchanged,0
5088,intercommunicate,intercommunicated,intercommunicates,intercommunicated,0
5089,interdict,interdicted,interdicts,interdicted,86117
5090,interest,interested,interests,interested,0
5091,interfere,interfered,interferes,interfered,3628881
5092,interject,interjected,interjects,interjected,82903
5093,interlace,interlaced,interlaces,interlaced,0
5094,interlard,interlarded,interlards,interlarded,0
5095,interleave,interleaved,interleaves,interleaved,137974
5096,interlink,interlinked,interlinks,interlinked,0
5097,interlock,interlocked,interlocks,interlocked,0
5098,interlope,interloped,interlopes,interloped,0
5099,intermarry,intermarried,intermarries,intermarried,21561
5100,intermediate,intermediated,intermediates,intermediated,13162056
5101,intermingle,intermingled,intermingles,intermingled,51816
5102,intermit,intermitted,intermits,intermitted,13607
5103,intermix,intermixed,intermixes,intermixed,148661
5104,intern,interned,interns,interned,0
5105,internalize,internalized,internalizes,internalized,163866
5106,internationalize,internationalized,internationalizes,internationalized,94310
5107,interpellate,interpellated,interpellates,interpellated,0
5108,interpolate,interpolated,interpolates,interpolated,210104
5109,interpose,interposed,interposes,interposed,59123
5110,interpret,interpreted,interprets,interpreted,5034981
5111,interrelate,interrelated,interrelates,interrelated,55948
5112,interrogate,interrogated,interrogates,interrogated,243800
5113,interrupt,interrupted,interrupts,interrupted,3979422
5114,intersect,intersected,intersects,intersected,735520
5115,intersperse,interspersed,intersperses,interspersed,26940
5116,intertwine,intertwined,intertwines,intertwined,81869
5117,intervene,intervened,intervenes,intervened,1650973
5118,interview,interviewed,interviews,interviewed,0
5119,interweave,interwove,interweaves,interwove,107073
5120,intimate,intimated,intimates,intimated,5744011
5121,intimidate,intimidated,intimidates,intimidated,548321
5122,intone,intoned,intones,intoned,0
5123,intoxicate,intoxicated,intoxicates,intoxicated,25002
5124,intrigue,intrigued,intrigues,intrigued,1250162
5125,introduce,introduced,introduces,introduced,13104630
5126,introspect,introspected,introspects,introspected,52710
5127,introvert,introverted,introverts,introverted,122183
5128,intrude,intruded,intrudes,intruded,251464
5129,intuit,intuited,intuits,intuited,0
5130,intumesce,intumesced,intumesces,intumesced,0
5131,inundate,inundated,inundates,inundated,52995
5132,invade,invaded,invades,invaded,1416953
5133,invalidate,invalidated,invalidates,invalidated,644635
5134,invent,invented,invents,invented,1413087
5135,inventory,inventoried,inventories,inventoried,0
5136,invert,inverted,inverts,inverted,0
5137,invest,invested,invests,invested,9979906
5138,investigate,investigated,investigates,investigated,10018280
5139,invigilate,invigilated,invigilates,invigilated,0
5140,invigorate,invigorated,invigorates,invigorated,147816
5141,invite,invited,invites,invited,11994795
5142,invoice,invoiced,invoices,invoiced,7705574
5143,invoke,invoked,invokes,invoked,0
5144,involve,involved,involves,involved,11976257
5145,iodize,iodized,iodizes,iodized,0
5146,ionize,ionized,ionizes,ionized,34132
5147,irk,irked,irks,irked,122116
5148,iron,ironed,irons,ironed,0
5149,irradiate,irradiated,irradiates,irradiated,0
5150,irrigate,irrigated,irrigates,irrigated,177532
5151,irritate,irritated,irritates,irritated,360829
5152,isolate,isolated,isolates,isolated,2127204
5153,issue,issued,issues,issued,0
5154,italicize,italicized,italicizes,italicized,41428
5155,itch,itched,itches,itched,986466
5156,itemize,itemized,itemizes,itemized,296790
5157,iterate,iterated,iterates,iterated,0
5158,itinerate,itinerated,itinerates,itinerated,0
5159,jab,jabbed,jabs,jabbed,728373
5160,jabber,jabbered,jabbers,jabbered,0
5161,jack-knife,jack-knifed,jack-knifes,jack-knifed,0
5162,jag,jagged,jags,jagged,1209711
5163,jail,jailed,jails,jailed,0
5164,jam,jammed,jams,jammed,0
5165,jangle,jangled,jangles,jangled,93580
5166,japan,japanned,japans,japanned,81110725
5167,jar,jarred,jars,jarred,0
5168,jaundice,jaundiced,jaundices,jaundiced,0
5169,jaunt,jaunted,jaunts,jaunted,0
5170,jaw,jawed,jaws,jawed,2797270
5171,jaywalk,jaywalked,jaywalks,jaywalked,0
5172,jazz,jazzed,jazzes,jazzed,0
5173,jeer,jeered,jeers,jeered,60295
5174,jelly,jellied,jellies,jellied,3698541
5175,jemmy,jemmied,jemmies,jemmied,0
5176,jeopardize,jeopardized,jeopardizes,jeopardized,599413
5177,jerk,jerked,jerks,jerked,0
5178,jerry-build,jerry-built,jerry-builds,jerry-built,0
5179,jest,jested,jests,jested,0
5180,jet,jetted,jets,jetted,0
5181,jettison,jettisoned,jettisons,jettisoned,97607
5182,jewel,jewelled,jewels,jewelled,5603871
5183,jib,jibbed,jibs,jibbed,0
5184,jig,jigged,jigs,jigged,1392504
5185,jiggle,jiggled,jiggles,jiggled,168185
5186,jilt,jilted,jilts,jilted,0
5187,jimmy,jimmied,jimmies,jimmied,13030009
5188,jingle,jingled,jingles,jingled,2151886
5189,jinx,jinxed,jinxes,jinxed,0
5190,jive,jived,jives,jived,1855302
5191,job,jobbed,jobs,jobbed,0
5192,jockey,jockeyed,jockeys,jockeyed,0
5193,jog,jogged,jogs,jogged,1001808
5194,joggle,joggled,joggles,joggled,18830
5195,join,joined,joins,joined,174297802
5196,joint,jointed,joints,jointed,38827057
5197,joke,joked,jokes,joked,0
5198,jollify,jollified,jollifies,jollified,0
5199,jolly,jollied,jollies,jollied,2522092
5200,jolt,jolted,jolts,jolted,0
5201,josh,joshed,joshes,joshed,0
5202,jostle,jostled,jostles,jostled,0
5203,jot,jotted,jots,jotted,408537
5204,journey,journeyed,journeys,journeyed,19236081
5205,joust,jousted,jousts,jousted,160309
5206,jubilate,jubilated,jubilates,jubilated,59380
5207,judder,juddered,judders,juddered,0
5208,judge,judged,judges,judged,0
5209,jug,jugged,jugs,jugged,0
5210,juggle,juggled,juggles,juggled,0
5211,juice,juiced,juices,juiced,0
5212,jumble,jumbled,jumbles,jumbled,709075
5213,jump,jumped,jumps,jumped,44137441
5214,junk,junked,junks,junked,0
5215,junket,junketed,junkets,junketed,0
5216,justify,justified,justifies,justified,5448520
5217,juxtapose,juxtaposed,juxtaposes,juxtaposed,0
5218,keelhaul,keelhauled,keelhauls,keelhauled,0
5219,keen,keened,keens,keened,5719759
5220,keep,kept,keeps,kept,0
5221,ken,kenned,kens,kenned,16418119
5222,kennel,kennelled,kennels,kennelled,1954777
5223,key,keyed,keys,keyed,136862835
5224,keyboard,keyboarded,keyboards,keyboarded,20886053
5225,keynote,keynoted,keynotes,keynoted,4003270
5226,kick,kicked,kicks,kicked,12941649
5227,kid,kidded,kids,kidded,0
5228,kidnap,kidnapped,kidnaps,kidnapped,0
5229,kill,killed,kills,killed,24850951
5230,kindle,kindled,kindles,kindled,178220
5231,kink,kinked,kinks,kinked,565510
5232,kip,kipped,kips,kipped,1128817
5233,kiss,kissed,kisses,kissed,14790481
5234,knap,knapped,knaps,knapped,86432
5235,knead,kneaded,kneads,kneaded,235592
5236,knee,kneed,knees,kneed,0
5237,kneecap,kneecapped,kneecaps,kneecapped,0
5238,kneel,knelt,kneels,knelt,0
5239,knife,knifed,knifes,knifed,0
5240,knight,knighted,knights,knighted,12563918
5241,knit,knitted,knits,knitted,5113070
5242,knock,knocked,knocks,knocked,5196013
5243,knot,knotted,knots,knotted,0
5244,know,knew,knows,knew,306100813
5245,KO,KO'd,KO's,KO'd,0
5246,kotow,kotowed,kotows,kotowed,0
5247,kowtow,kowtowed,kowtows,kowtowed,28981
5248,label,labelled,labels,labelled,0
5249,labour,laboured,labours,laboured,0
5250,lace,laced,laces,laced,0
5251,lacerate,lacerated,lacerates,lacerated,14228
5252,lack,lacked,lacks,lacked,31881925
5253,lacquer,lacquered,lacquers,lacquered,1026221
5254,lactate,lactated,lactates,lactated,0
5255,ladder,laddered,ladders,laddered,0
5256,lade,laded,lades,laded,120160
5257,ladle,ladled,ladles,ladled,372653
5258,lag,lagged,lags,lagged,2776554
5259,laicize,laicized,laicizes,laicized,0
5260,lam,lammed,lams,lammed,3621434
5261,lamb,lambed,lambs,lambed,6524456
5262,lambast,lambasted,lambasts,lambasted,0
5263,lambaste,lambasted,lambastes,lambasted,16742
5264,lame,lamed,lames,lamed,3015528
5265,lament,lamented,laments,lamented,0
5266,laminate,laminated,laminates,laminated,2146858
5267,lampoon,lampooned,lampoons,lampooned,0
5268,lance,lanced,lances,lanced,0
5269,land,landed,lands,landed,0
5270,landscape,landscaped,landscapes,landscaped,0
5271,languish,languished,languishes,languished,131319
5272,lap,lapped,laps,lapped,0
5273,lapse,lapsed,lapses,lapsed,0
5274,lard,larded,lards,larded,0
5275,larrup,larruped,larrups,larruped,0
5276,lash,lashed,lashes,lashed,0
5277,lasso,lassoed,lassoes,lassoed,0
5278,last,lasted,lasts,lasted,0
5279,latch,latched,latches,latched,1777882
5280,lather,lathered,lathers,lathered,0
5281,latinize,latinized,latinizes,latinized,0
5282,laud,lauded,lauds,lauded,0
5283,laugh,laughed,laughs,laughed,9822471
5284,launch,launched,launches,launched,0
5285,launder,laundered,launders,laundered,0
5286,lave,laved,laves,laved,148131
5287,lay,laid,lays,laid,16122690
5288,layer,layered,layers,layered,0
5289,laze,lazed,lazes,lazed,0
5290,leach,leached,leaches,leached,1516929
5291,lead,led,leads,led,68325439
5292,leaf,leafed,leafs,leafed,13159307
5293,league,leagued,leagues,leagued,0
5294,leak,leaked,leaks,leaked,0
5295,lean,leaned,leans,leaned,6431362
5296,leap,leapt,leaps,leapt,4767538
5297,leap-frog,leap-frogged,leap-frogs,leap-frogged,0
5298,learn,learned,learns,learned,179428286
5299,lease,leased,leases,leased,17180592
5300,leather,leathered,leathers,leathered,0
5301,leave,left,leaves,left,70957750
5302,leaven,leavened,leavens,leavened,133728
5303,lech,leched,leches,leched,0
5304,lecture,lectured,lectures,lectured,0
5305,leer,leered,leers,leered,0
5306,leg,legged,legs,legged,0
5307,legalize,legalized,legalizes,legalized,0
5308,legislate,legislated,legislates,legislated,405948
5309,legitimatize,legitimatized,legitimatizes,legitimatized,0
5310,legitimize,legitimized,legitimizes,legitimized,159021
5311,lend,lent,lends,lent,2926360
5312,lengthen,lengthened,lengthens,lengthened,311303
5313,lessen,lessened,lessens,lessened,1087324
5314,let,let,lets,let,143062438
5315,letter,lettered,letters,lettered,0
5316,leucotomize,leucotomized,leucotomizes,leucotomized,0
5317,levant,levanted,levants,levanted,297794
5318,level,levelled,levels,levelled,0
5319,lever,levered,levers,levered,0
5320,levitate,levitated,levitates,levitated,90295
5321,levy,levied,levies,levied,0
5322,liaise,liaised,liaises,liaised,417854
5323,libel,libelled,libels,libelled,0
5324,liberalize,liberalized,liberalizes,liberalized,113442
5325,liberate,liberated,liberates,liberated,586056
5326,license,licensed,licenses,licensed,0
5327,lick,licked,licks,licked,3431970
5328,lie,lay,lies,lay,13533542
5329,lie,lied,lies,lied,13533542
5330,lift,lifted,lifts,lifted,15291571
5331,ligate,ligated,ligates,ligated,13273
5332,light,lit,lights,lit,126699632
5333,light,lit,lights,lit,126699632
5334,lighten,lightened,lightens,lightened,720932
5335,lighter,lightered,lighters,lightered,6287712
5336,like,liked,likes,liked,520585287
5337,lilt,lilted,lilts,lilted,84283
5338,limber,limbered,limbers,limbered,0
5339,lime,limed,limes,limed,0
5340,limit,limited,limits,limited,38290292
5341,limn,limned,limns,limned,0
5342,limp,limped,limps,limped,2351899
5343,line,lined,lines,lined,0
5344,linger,lingered,lingers,lingered,694372
5345,link,linked,links,linked,240402653
5346,lionize,lionized,lionizes,lionized,0
5347,lip-read,lip-read,lip-reads,lip-read,0
5348,liquefy,liquefied,liquefies,liquefied,35673
5349,liquesce,liquesced,liquesces,liquesced,0
5350,liquidate,liquidated,liquidates,liquidated,268159
5351,liquidize,liquidized,liquidizes,liquidized,0
5352,lisp,lisped,lisps,lisped,4008283
5353,list,listed,lists,listed,0
5354,list,listed,lists,listed,0
5355,listen,listened,listens,listened,43252527
5356,lithograph,lithographed,lithographs,lithographed,0
5357,litigate,litigated,litigates,litigated,170952
5358,litter,littered,litters,littered,0
5359,live,lived,lives,lived,166005029
5360,load,loaded,loads,loaded,0
5361,loaf,loafed,loafs,loafed,0
5362,loan,loaned,loans,loaned,0
5363,loathe,loathed,loathes,loathed,340224
5364,lob,lobbed,lobs,lobbed,2370806
5365,lobby,lobbied,lobbies,lobbied,6887477
5366,localize,localized,localizes,localized,0
5367,locate,located,locates,located,13616735
5368,lock,locked,locks,locked,22253866
5369,lodge,lodged,lodges,lodged,21541130
5370,loft,lofted,lofts,lofted,2959995
5371,log,logged,logs,logged,111170350
5372,loiter,loitered,loiters,loitered,0
5373,loll,lolled,lolls,lolled,48041
5374,lollop,lolloped,lollops,lolloped,0
5375,long,longed,longs,longed,252519588
5376,look,looked,looks,looked,173043002
5377,loom,loomed,looms,loomed,1337864
5378,loop,looped,loops,looped,0
5379,loose,loosed,looses,loosed,12556710
5380,loosen,loosened,loosens,loosened,819463
5381,loot,looted,loots,looted,1066250
5382,lop,lopped,lops,lopped,455673
5383,lope,loped,lopes,loped,138163
5384,lose,lost,loses,lost,24136984
